bank_txn_ref,posting_date,value_date,amount,currency,debit_credit,narration,bank_branch,source_system,fees_deducted
BK-054d308e38,2024-01-20,2024-01-20,39322.18,KES,CR,MPESA 28772,BBR09,MPESA,247.48
BK-8340ceceef,2024-03-26,2024-03-26,18334.64,KES,CR,MPESA 25175,BBR03,MPESA,97.71
BK-76a873b4fe,2024-02-12,2024-02-12,31654.81,KES,CR,CASH DEP 23625,BBR12,CASH,89.99
BK-780eda8ae8,2024-03-04,2024-03-04,48497.41,KES,CR,CASH DEP 22699,BBR14,CASH,239.66
BK-69f8abe82f,2024-02-08,2024-02-08,29234.77,KES,CR,CHQ dep MBR 23944,BBR01,CHEQUE,140.76
BK-0184935dc8,2024-01-19,2024-01-19,43892.31,KES,CR,CHQ DEP for MBR 20447,BBR04,CHEQUE,50.75
BK-ed0302db3f,2024-03-16,2024-03-16,30137.72,KES,CR,Cash DEP acc 28502,BBR03,CASH,59.59
BK-c533094e9d,2024-03-08,2024-03-08,36132.01,KES,CR,Cash DEP acc 29565,BBR06,CASH,118.55
BK-66cf96bab2,2024-03-20,2024-03-20,43256.74,KES,CR,CHQ dep MBR 27357,BBR12,CHEQUE,127.36
BK-a0d8c7496c,2024-02-02,2024-02-02,8307.01,KES,CR,CHQ DEP MBR 21912,BBR12,CHEQUE,30.02
BK-2e561a20c8,2024-01-06,2024-01-06,37505.9,KES,CR,Mobile payment MBR 20540,BBR14,MPESA,291.64
BK-f7471b7fb4,2024-03-09,2024-03-09,14956.89,KES,CR,Cash DEP acc 25302,BBR09,CASH,28.53
BK-02aeca73e0,2024-01-13,2024-01-13,28250.23,KES,CR,CHQ dep MBR 23549,BBR02,CHEQUE,58.58
BK-75f69f0da2,2024-03-13,2024-03-13,29152.41,KES,CR,CHQ DEP MBR 20893,BBR05,CHEQUE,212.64
BK-7dabae8c7d,2024-01-19,2024-01-19,33883.34,KES,CR,Mobile payment MBR 24357,BBR06,MPESA,68.2
BK-a125dcb9de,2024-02-01,2024-02-01,513.98,KES,CR,CHQ dep MBR 28957,BBR05,CHEQUE,3.01
BK-faa8051b36,2024-02-26,2024-02-26,43444.41,KES,CR,CHQ DEP MBR 21116,BBR11,CHEQUE,43.56
BK-bc680ed0ce,2024-02-23,2024-02-23,667.66,KES,CR,CHQ dep MBR 21681,BBR10,CHEQUE,2.14
BK-599f588bfa,2024-01-16,2024-01-16,7855.5,KES,CR,CASH DEP 22940,BBR01,CASH,60.56
BK-64ebbdcf8c,2024-02-21,2024-02-21,43973.89,KES,CR,CASH DEP 26723,BBR09,CASH,76.46
BK-f44322c1db,2024-01-19,2024-01-19,17252.19,KES,CR,Cash DEP acc 24379,BBR07,CASH,58.03
BK-4230a81a1d,2024-03-21,2024-03-21,2566.07,KES,CR,Cash DEP acc 21669,BBR09,CASH,11.42
BK-bbcb1e2a6a,2024-02-16,2024-02-16,5534.77,KES,CR,Mobile payment MBR 29188,BBR03,MPESA,24.61
BK-0f0aa75a65,2024-01-16,2024-01-16,21117.2,KES,CR,Cash DEP acc 20981,BBR03,CASH,161.75
BK-978950f968,2024-03-16,2024-03-16,18255.61,KES,CR,M-PESA PAY 26054,BBR13,MPESA,90.78
BK-f04f81e7c2,2024-01-23,2024-01-23,16582.78,KES,CR,Cash DEP acc 25067,BBR15,CASH,84.4
BK-b73e274411,2024-03-21,2024-03-21,19314.62,KES,CR,Mobile payment MBR 26732,BBR05,MPESA,146.03
BK-e05597836c,2024-03-20,2024-03-20,32711.12,KES,CR,Cash DEP acc 21780,BBR02,CASH,74.63
BK-ca54a25b6d,2024-03-02,2024-03-02,24587.75,KES,CR,CASH DEP 28351,BBR13,CASH,159.66
BK-bbf23eb57c,2024-02-16,2024-02-16,35575.66,KES,CR,Cash DEP acc 21497,BBR09,CASH,38.38
BK-48f3adf7e7,2024-02-19,2024-02-19,2811.64,KES,CR,CHQ DEP for MBR 28398,BBR14,CHEQUE,22.27
BK-7175636569,2024-01-09,2024-01-09,35702.29,KES,CR,MPESA 20882,BBR15,MPESA,72.46
BK-62c0a87a02,2024-01-26,2024-01-26,49573.31,KES,CR,MPESA 23519,BBR01,MPESA,63.15
BK-7ef900add4,2024-02-28,2024-02-28,27429.68,KES,CR,CHQ DEP MBR 21821,BBR15,CHEQUE,97.75
BK-ecfec68540,2024-02-18,2024-02-18,21856.21,KES,CR,Mobile payment MBR 26479,BBR12,MPESA,140.7
BK-3e072a01cc,2024-03-04,2024-03-04,9111.28,KES,CR,CHQ DEP MBR 24661,BBR06,CHEQUE,26.87
BK-6a7c6bf8de,2024-01-06,2024-01-06,29084.52,KES,CR,Mobile payment MBR 23621,BBR14,MPESA,107.73
BK-09ad122fb5,2024-03-03,2024-03-03,19906.33,KES,CR,CASH DEP 29008,BBR08,CASH,99.01
BK-3201b71503,2024-01-23,2024-01-23,12849.7,KES,CR,CHQ dep MBR 25487,BBR07,CHEQUE,69.07
BK-db33d5c176,2024-01-06,2024-01-06,26188.76,KES,CR,CHQ DEP for MBR 20827,BBR11,CHEQUE,41.52
BK-1ad97309fa,2024-02-22,2024-02-22,27301.82,KES,CR,CHQ DEP MBR 25909,BBR11,CHEQUE,106.17
BK-e763056eae,2024-01-31,2024-01-31,18646.18,KES,CR,Cash DEP acc 29694,BBR07,CASH,69.71
BK-17d358ccbb,2024-01-07,2024-01-07,2328.27,KES,CR,CHQ DEP for MBR 27361,BBR07,CHEQUE,5.34
BK-c94772dc73,2024-03-05,2024-03-05,48423.35,KES,CR,M-PESA PAY 26334,BBR12,MPESA,275.97
BK-a78a69d5b0,2024-03-27,2024-03-27,38597.31,KES,CR,CHQ DEP for MBR 26205,BBR03,CHEQUE,177.99
BK-a9e357fc0a,2024-02-02,2024-02-02,22637.08,KES,CR,Mobile payment MBR 23816,BBR11,MPESA,102.88
BK-2a5961035b,2024-02-23,2024-02-23,1879.84,KES,CR,M-PESA PAY 26826,BBR12,MPESA,6.93
BK-9ace49dee0,2024-01-03,2024-01-03,31553.35,KES,CR,CHQ DEP for MBR 24376,BBR09,CHEQUE,96.51
BK-88b2a7c457,2024-03-31,2024-03-31,15301.7,KES,CR,CHQ DEP MBR 29738,BBR06,CHEQUE,69.85
BK-9b4788b78c,2024-01-31,2024-01-31,5934.06,KES,CR,Mobile payment MBR 23295,BBR15,MPESA,22.38
BK-56654577bb,2024-03-01,2024-03-01,36072.66,KES,CR,CHQ DEP MBR 26437,BBR07,CHEQUE,274.59
BK-e6395a2787,2024-03-01,2024-03-01,45623.83,KES,CR,M-PESA PAY 21813,BBR13,MPESA,155.81
BK-cfda7c3485,2024-03-31,2024-03-31,28104.21,KES,CR,Mobile payment MBR 22241,BBR09,MPESA,86.68
BK-b8547681a3,2024-03-21,2024-03-21,19878.65,KES,CR,Cash DEP acc 25461,BBR05,CASH,66.03
BK-70acdaf2d1,2024-02-13,2024-02-13,40328.63,KES,CR,CHQ DEP for MBR 24919,BBR05,CHEQUE,275.57
BK-50ae435656,2024-03-14,2024-03-14,13329.24,KES,CR,CHQ DEP for MBR 20220,BBR09,CHEQUE,52.07
BK-6eda25b4c9,2024-03-25,2024-03-25,9183.81,KES,CR,CHQ DEP for MBR 27352,BBR02,CHEQUE,59.23
BK-28d8ab3c31,2024-02-29,2024-02-29,47181.94,KES,CR,CASH DEP 27424,BBR11,CASH,106.13
BK-2fcba89222,2024-02-13,2024-02-13,18354.45,KES,CR,CHQ DEP MBR 24736,BBR11,CHEQUE,78.74
BK-3f15b8f16e,2024-03-15,2024-03-15,7536.44,KES,CR,Cash DEP acc 23196,BBR01,CASH,50.05
BK-54db4a59a0,2024-03-14,2024-03-14,40086.83,KES,CR,MPESA 21249,BBR01,MPESA,84.39
BK-8182358b72,2024-03-20,2024-03-20,17730.7,KES,CR,Mobile payment MBR 21319,BBR05,MPESA,59.14
BK-80ee1c5c29,2024-02-05,2024-02-05,40858.27,KES,CR,Mobile payment MBR 28304,BBR05,MPESA,89.38
BK-d9f33c91ba,2024-02-22,2024-02-22,36688.63,KES,CR,CHQ dep MBR 20406,BBR13,CHEQUE,271.31
BK-7feb40dc22,2024-03-16,2024-03-16,40123.49,KES,CR,M-PESA PAY 28432,BBR03,MPESA,110.65
BK-84fc6251d0,2024-02-14,2024-02-14,40047.1,KES,CR,M-PESA PAY 25035,BBR12,MPESA,311.09
BK-0c00630a8a,2024-02-12,2024-02-12,5242.03,KES,CR,Cash DEP acc 29996,BBR11,CASH,24.76
BK-e9b5b8d9db,2024-02-20,2024-02-20,42378.46,KES,CR,CASH DEP 25447,BBR12,CASH,51.14
BK-9c9a769f6e,2024-02-20,2024-02-20,1423.55,KES,CR,CHQ DEP for MBR 28090,BBR01,CHEQUE,7.54
BK-20d27524c1,2024-02-18,2024-02-18,10306.81,KES,CR,CHQ dep MBR 24788,BBR07,CHEQUE,57.44
BK-d398f0f92f,2024-01-13,2024-01-13,15095.94,KES,CR,CASH DEP 21404,BBR12,CASH,25.34
BK-50b24e60a7,2024-03-17,2024-03-17,18886.46,KES,CR,CHQ DEP for MBR 28798,BBR08,CHEQUE,69.3
BK-f3f0abddd4,2024-03-19,2024-03-19,24017.02,KES,CR,CHQ dep MBR 27569,BBR05,CHEQUE,192.98
BK-ff26a4e12b,2024-01-24,2024-01-24,37690.26,KES,CR,M-PESA PAY 26786,BBR09,MPESA,72.75
BK-5ed16a2870,2024-03-22,2024-03-22,25290.0,KES,CR,CHQ dep MBR 29962,BBR03,CHEQUE,147.24
BK-1e0a410f35,2024-02-28,2024-02-28,42200.37,KES,CR,M-PESA PAY 24342,BBR01,MPESA,300.87
BK-9ad49f91ea,2024-01-22,2024-01-22,35244.12,KES,CR,CHQ dep MBR 20590,BBR02,CHEQUE,208.29
BK-9af562b8e4,2024-03-20,2024-03-20,17772.54,KES,CR,M-PESA PAY 21794,BBR04,MPESA,20.99
BK-01c50015d0,2024-02-28,2024-02-28,3730.16,KES,CR,CHQ DEP for MBR 27431,BBR12,CHEQUE,23.26
BK-259723d729,2024-01-06,2024-01-06,15076.18,KES,CR,CASH DEP 25881,BBR06,CASH,69.5
BK-ba76628400,2024-02-26,2024-02-26,19258.27,KES,CR,CASH DEP 24224,BBR03,CASH,62.9
BK-98b06d4473,2024-02-27,2024-02-27,15023.53,KES,CR,MPESA 24259,BBR08,MPESA,93.43
BK-141502a7b4,2024-03-24,2024-03-24,41736.14,KES,CR,Cash DEP acc 21518,BBR09,CASH,299.1
BK-006ade8b0d,2024-01-26,2024-01-26,13179.75,KES,CR,CASH DEP 27247,BBR09,CASH,14.23
BK-50d403bb2c,2024-01-17,2024-01-17,8541.55,KES,CR,M-PESA PAY 23108,BBR06,MPESA,60.7
BK-4349060c0a,2024-02-26,2024-02-26,12569.25,KES,CR,MPESA 20397,BBR13,MPESA,66.11
BK-25ad096c56,2024-03-05,2024-03-05,45146.18,KES,CR,M-PESA PAY 20725,BBR05,MPESA,62.47
BK-3b33971a4d,2024-01-14,2024-01-14,42962.15,KES,CR,CHQ dep MBR 26363,BBR11,CHEQUE,156.78
BK-8582a82ee9,2024-01-13,2024-01-13,28585.42,KES,CR,M-PESA PAY 27025,BBR02,MPESA,61.74
BK-0b2e9415c7,2024-03-05,2024-03-05,16280.21,KES,CR,CASH DEP 28741,BBR13,CASH,81.13
BK-8cfd6cee51,2024-01-08,2024-01-08,2446.46,KES,CR,MPESA 25462,BBR09,MPESA,16.19
BK-37c715991c,2024-02-09,2024-02-09,13533.98,KES,CR,CHQ DEP for MBR 28544,BBR02,CHEQUE,39.78
BK-a3cd341dc7,2024-01-10,2024-01-10,9271.2,KES,CR,CHQ DEP for MBR 21200,BBR11,CHEQUE,39.41
BK-6a45121e1c,2024-01-04,2024-01-04,23165.75,KES,CR,Cash DEP acc 24380,BBR01,CASH,80.3
BK-4759acab2e,2024-02-24,2024-02-24,43550.19,KES,CR,CHQ dep MBR 23238,BBR01,CHEQUE,80.9
BK-e44778b6ac,2024-02-07,2024-02-07,17619.32,KES,CR,Cash DEP acc 23057,BBR01,CASH,90.08
BK-d72b9d21d3,2024-02-16,2024-02-16,8931.78,KES,CR,CASH DEP 25460,BBR14,CASH,52.26
BK-3285f79537,2024-02-07,2024-02-07,48175.61,KES,CR,Cash DEP acc 23670,BBR11,CASH,114.87
BK-029b9545a3,2024-02-10,2024-02-10,41499.72,KES,CR,Cash DEP acc 20623,BBR02,CASH,284.41
BK-ad66bbea88,2024-03-02,2024-03-02,23035.74,KES,CR,MPESA 29824,BBR04,MPESA,83.65
BK-1ff33cfaca,2024-02-03,2024-02-03,22214.65,KES,CR,M-PESA PAY 28232,BBR02,MPESA,176.44
BK-75052319b1,2024-01-13,2024-01-13,905.59,KES,CR,Cash DEP acc 24035,BBR13,CASH,4.18
BK-aad34e129b,2024-01-05,2024-01-05,44969.94,KES,CR,Mobile payment MBR 27240,BBR05,MPESA,90.11
BK-2d3d88068f,2024-01-31,2024-01-31,49289.83,KES,CR,Cash DEP acc 28470,BBR10,CASH,395.75
BK-3eca93cb1c,2024-02-13,2024-02-13,33362.71,KES,CR,MPESA 24782,BBR02,MPESA,87.42
BK-e0794dd58e,2024-02-03,2024-02-03,42553.12,KES,CR,Cash DEP acc 29329,BBR14,CASH,145.61
BK-f5bccf0e6d,2024-02-28,2024-02-28,44410.86,KES,CR,MPESA 22887,BBR04,MPESA,103.56
BK-8ffe2a3deb,2024-01-24,2024-01-24,32182.79,KES,CR,CASH DEP 20848,BBR10,CASH,57.96
BK-f9daea869f,2024-01-08,2024-01-08,35449.19,KES,CR,Mobile payment MBR 21761,BBR13,MPESA,197.25
BK-c8a890b8b6,2024-03-04,2024-03-04,21873.02,KES,CR,CHQ DEP MBR 21254,BBR15,CHEQUE,118.52
BK-115af0ef09,2024-01-07,2024-01-07,46024.51,KES,CR,M-PESA PAY 24411,BBR11,MPESA,340.43
BK-d635876a2f,2024-01-03,2024-01-03,26630.62,KES,CR,M-PESA PAY 23835,BBR08,MPESA,164.55
BK-9dd417f3a9,2024-03-20,2024-03-20,5947.04,KES,CR,CHQ DEP MBR 25963,BBR09,CHEQUE,45.8
BK-2a30ed0838,2024-02-29,2024-02-29,47168.44,KES,CR,CASH DEP 24973,BBR08,CASH,350.68
BK-86004f3813,2024-03-11,2024-03-11,37643.58,KES,CR,CHQ dep MBR 20302,BBR02,CHEQUE,100.08
BK-e7984afa1e,2024-01-20,2024-01-20,20819.77,KES,CR,Cash DEP acc 24710,BBR04,CASH,47.73
BK-b64670bbab,2024-03-26,2024-03-26,31290.78,KES,CR,Mobile payment MBR 24433,BBR05,MPESA,230.36
BK-2b7b9527c4,2024-02-01,2024-02-01,19081.07,KES,CR,Cash DEP acc 28334,BBR12,CASH,106.17
BK-cff7b8984c,2024-01-10,2024-01-10,9873.35,KES,CR,Mobile payment MBR 24496,BBR10,MPESA,41.2
BK-8a804c5970,2024-02-29,2024-02-29,32857.62,KES,CR,Mobile payment MBR 22513,BBR01,MPESA,255.61
BK-8949f969e7,2024-01-20,2024-01-20,30270.41,KES,CR,M-PESA PAY 24243,BBR15,MPESA,108.63
BK-df6c97d385,2024-03-30,2024-03-30,5237.72,KES,CR,CHQ DEP MBR 22607,BBR05,CHEQUE,41.03
BK-ee5f9e3ddc,2024-02-02,2024-02-02,47562.96,KES,CR,CASH DEP 28462,BBR10,CASH,273.05
BK-afb6fe467f,2024-02-04,2024-02-04,8487.58,KES,CR,CHQ dep MBR 28078,BBR11,CHEQUE,9.72
BK-f3d9b10693,2024-02-19,2024-02-19,42506.37,KES,CR,M-PESA PAY 21315,BBR15,MPESA,184.53
BK-36ead430d0,2024-03-09,2024-03-09,40534.26,KES,CR,Cash DEP acc 23116,BBR05,CASH,285.15
BK-7c48ec38ad,2024-02-28,2024-02-28,15168.24,KES,CR,M-PESA PAY 20916,BBR04,MPESA,49.19
BK-9b4a39e709,2024-01-29,2024-01-29,23997.49,KES,CR,CHQ dep MBR 20017,BBR01,CHEQUE,104.44
BK-0be4696cc8,2024-02-05,2024-02-05,20144.52,KES,CR,M-PESA PAY 27240,BBR15,MPESA,90.12
BK-39dd6ee0c3,2024-02-16,2024-02-16,10461.06,KES,CR,Mobile payment MBR 24326,BBR02,MPESA,83.11
BK-a54b91ecae,2024-01-15,2024-01-15,26670.21,KES,CR,CHQ DEP MBR 29147,BBR09,CHEQUE,152.03
BK-9a50945102,2024-01-13,2024-01-13,21254.97,KES,CR,Cash DEP acc 22449,BBR09,CASH,130.09
BK-1747079e90,2024-01-19,2024-01-19,10091.46,KES,CR,CHQ dep MBR 24009,BBR03,CHEQUE,46.22
BK-176b21328a,2024-01-22,2024-01-22,41491.28,KES,CR,Mobile payment MBR 29413,BBR01,MPESA,140.79
BK-64b1508831,2024-02-06,2024-02-06,32218.2,KES,CR,CHQ DEP for MBR 22227,BBR03,CHEQUE,50.06
BK-533a3a4124,2024-01-02,2024-01-02,11305.03,KES,CR,CHQ dep MBR 29430,BBR05,CHEQUE,40.97
BK-a902a37d5c,2024-03-18,2024-03-18,10363.67,KES,CR,MPESA 21551,BBR03,MPESA,42.08
BK-7ece984045,2024-01-03,2024-01-03,32641.93,KES,CR,Mobile payment MBR 27306,BBR07,MPESA,84.79
BK-3fb191a82e,2024-01-16,2024-01-16,20623.71,KES,CR,Mobile payment MBR 21595,BBR04,MPESA,36.97
BK-b7b5868976,2024-03-31,2024-03-31,29976.43,KES,CR,CHQ DEP for MBR 25863,BBR10,CHEQUE,194.64
BK-390ad4d920,2024-03-10,2024-03-10,25460.11,KES,CR,CHQ DEP MBR 23327,BBR03,CHEQUE,60.79
BK-db0c70891e,2024-03-08,2024-03-08,47286.36,KES,CR,Cash DEP acc 29983,BBR10,CASH,160.91
BK-5a370d04c7,2024-01-09,2024-01-09,30890.59,KES,CR,CASH DEP 20327,BBR04,CASH,71.29
BK-1140176819,2024-03-09,2024-03-09,30842.8,KES,CR,CASH DEP 24028,BBR06,CASH,235.12
BK-f59407435a,2024-03-27,2024-03-27,40008.65,KES,CR,CHQ DEP MBR 23613,BBR06,CHEQUE,311.8
BK-ca9d17cef2,2024-01-07,2024-01-07,25781.96,KES,CR,CASH DEP 29951,BBR06,CASH,124.64
BK-9f1dd30c9e,2024-02-19,2024-02-19,32562.4,KES,CR,CHQ dep MBR 23158,BBR13,CHEQUE,182.87
BK-be792ff8a1,2024-03-05,2024-03-05,13965.07,KES,CR,CHQ dep MBR 20066,BBR03,CHEQUE,91.48
BK-5295fe52b2,2024-01-16,2024-01-16,12414.82,KES,CR,CHQ DEP MBR 22979,BBR09,CHEQUE,16.75
BK-723f13c65e,2024-02-12,2024-02-12,5737.38,KES,CR,MPESA 24716,BBR09,MPESA,28.29
BK-9ea72f884c,2024-01-15,2024-01-15,39383.95,KES,CR,CASH DEP 21056,BBR09,CASH,41.71
BK-b0e76ea317,2024-03-26,2024-03-26,31162.94,KES,CR,MPESA 20263,BBR15,MPESA,41.81
BK-3a495f3a18,2024-01-30,2024-01-30,49158.62,KES,CR,MPESA 26700,BBR09,MPESA,125.42
BK-1de286653d,2024-02-19,2024-02-19,5971.08,KES,CR,CHQ dep MBR 20918,BBR04,CHEQUE,10.23
BK-756a3b7584,2024-03-03,2024-03-03,1761.06,KES,CR,M-PESA PAY 25176,BBR04,MPESA,12.86
BK-6808437a4a,2024-03-31,2024-03-31,797.39,KES,CR,M-PESA PAY 23855,BBR07,MPESA,0.92
BK-b3685b7a4f,2024-03-05,2024-03-05,38865.59,KES,CR,M-PESA PAY 25981,BBR08,MPESA,91.09
BK-1155370365,2024-01-27,2024-01-27,26435.84,KES,CR,M-PESA PAY 23037,BBR07,MPESA,131.33
BK-8d6ffbae78,2024-03-07,2024-03-07,19579.19,KES,CR,Cash DEP acc 24395,BBR07,CASH,156.56
BK-e3bdd182be,2024-01-31,2024-01-31,34938.74,KES,CR,Mobile payment MBR 21083,BBR13,MPESA,145.72
BK-8a47a9e26f,2024-01-14,2024-01-14,4162.82,KES,CR,CASH DEP 28743,BBR10,CASH,31.36
BK-bf9d9ae048,2024-02-01,2024-02-01,35140.77,KES,CR,Cash DEP acc 27284,BBR14,CASH,207.23
BK-6f27972b13,2024-01-26,2024-01-26,35156.67,KES,CR,CASH DEP 29153,BBR07,CASH,231.63
BK-136423efef,2024-02-28,2024-02-28,28641.75,KES,CR,CHQ DEP MBR 21200,BBR11,CHEQUE,151.14
BK-202e714ef3,2024-01-08,2024-01-08,24440.91,KES,CR,CASH DEP 23987,BBR04,CASH,32.68
BK-48a9c630fb,2024-03-28,2024-03-28,24912.39,KES,CR,MPESA 23668,BBR04,MPESA,126.27
BK-8a80f9a4a4,2024-01-08,2024-01-08,13847.41,KES,CR,CHQ dep MBR 23982,BBR14,CHEQUE,70.53
BK-96365d2a24,2024-03-29,2024-03-29,8399.12,KES,CR,CHQ DEP for MBR 20242,BBR14,CHEQUE,24.38
BK-2bb4716b27,2024-03-30,2024-03-30,686.45,KES,CR,CASH DEP 21600,BBR08,CASH,0.7
BK-6db90e768e,2024-02-19,2024-02-19,42608.54,KES,CR,CHQ DEP for MBR 23698,BBR15,CHEQUE,307.4
BK-d89c9dea07,2024-03-09,2024-03-09,2994.68,KES,CR,Mobile payment MBR 27792,BBR04,MPESA,15.36
BK-dd3c8bc826,2024-03-21,2024-03-21,45694.49,KES,CR,CHQ dep MBR 21305,BBR12,CHEQUE,245.06
BK-a143977bac,2024-03-11,2024-03-11,25902.28,KES,CR,Mobile payment MBR 25315,BBR08,MPESA,36.85
BK-c419ab8f46,2024-02-27,2024-02-27,49160.96,KES,CR,CASH DEP 29768,BBR13,CASH,378.55
BK-8e3ca5a881,2024-01-07,2024-01-07,11896.67,KES,CR,CHQ dep MBR 28528,BBR14,CHEQUE,78.2
BK-1624dc595b,2024-02-09,2024-02-09,6378.32,KES,CR,CHQ DEP for MBR 29477,BBR01,CHEQUE,30.17
BK-630de11af4,2024-01-19,2024-01-19,45026.24,KES,CR,CHQ DEP MBR 21056,BBR01,CHEQUE,147.32
BK-8b3d56c790,2024-01-06,2024-01-06,11962.03,KES,CR,Mobile payment MBR 20713,BBR15,MPESA,36.97
BK-260664d9d4,2024-01-27,2024-01-27,30714.57,KES,CR,MPESA 20037,BBR02,MPESA,78.05
BK-704510303c,2024-03-09,2024-03-09,41859.41,KES,CR,CASH DEP 28221,BBR11,CASH,307.4
BK-bd2c54d87c,2024-03-02,2024-03-02,5378.85,KES,CR,MPESA 20861,BBR13,MPESA,23.81
BK-59f2ee0e40,2024-02-04,2024-02-04,25068.12,KES,CR,CHQ DEP MBR 28050,BBR03,CHEQUE,181.62
BK-108e6550e3,2024-01-16,2024-01-16,49772.55,KES,CR,CHQ dep MBR 27742,BBR06,CHEQUE,69.8
BK-656aa40f98,2024-02-20,2024-02-20,46554.43,KES,CR,MPESA 24720,BBR04,MPESA,357.24
BK-f1e3750bc4,2024-01-31,2024-01-31,757.39,KES,CR,Cash DEP acc 22437,BBR05,CASH,4.82
BK-09c4e4839d,2024-03-07,2024-03-07,13055.72,KES,CR,MPESA 28779,BBR07,MPESA,81.59
BK-1129f0b00e,2024-03-09,2024-03-09,37785.87,KES,CR,CASH DEP 28877,BBR15,CASH,216.08
BK-95e43d894b,2024-01-25,2024-01-25,29771.31,KES,CR,CASH DEP 29219,BBR09,CASH,102.61
BK-3e28d7dc95,2024-01-11,2024-01-11,6753.62,KES,CR,CHQ dep MBR 22159,BBR03,CHEQUE,35.64
BK-f3d445be1e,2024-01-06,2024-01-06,23763.72,KES,CR,M-PESA PAY 23519,BBR14,MPESA,87.95
BK-b157735ab2,2024-01-09,2024-01-09,33188.91,KES,CR,CHQ DEP for MBR 22671,BBR10,CHEQUE,76.0
BK-04fdf7179a,2024-02-10,2024-02-10,34920.73,KES,CR,CHQ DEP for MBR 25600,BBR09,CHEQUE,100.95
BK-05fe32ecbc,2024-01-09,2024-01-09,16636.58,KES,CR,CHQ dep MBR 27172,BBR07,CHEQUE,117.16
BK-71c69721f5,2024-02-24,2024-02-24,14545.16,KES,CR,MPESA 25822,BBR05,MPESA,66.49
BK-77ef532b10,2024-01-08,2024-01-08,45769.85,KES,CR,CHQ dep MBR 23349,BBR13,CHEQUE,149.54
BK-a5cf0ac870,2024-01-03,2024-01-03,22325.85,KES,CR,CHQ dep MBR 25848,BBR08,CHEQUE,62.24
BK-b43337fd03,2024-03-16,2024-03-16,2506.36,KES,CR,Cash DEP acc 26195,BBR09,CASH,17.03
BK-2cb5f1d4a0,2024-03-02,2024-03-02,25290.15,KES,CR,CHQ DEP MBR 23907,BBR02,CHEQUE,140.91
BK-dcc9f767c8,2024-03-15,2024-03-15,42362.33,KES,CR,CHQ DEP for MBR 27900,BBR03,CHEQUE,77.77
BK-e3cceb563c,2024-02-05,2024-02-05,29902.52,KES,CR,CHQ dep MBR 26203,BBR03,CHEQUE,226.87
BK-67c2b45f54,2024-03-01,2024-03-01,14727.77,KES,CR,CHQ dep MBR 20534,BBR03,CHEQUE,33.42
BK-55316bb91c,2024-02-16,2024-02-16,21192.39,KES,CR,M-PESA PAY 20623,BBR06,MPESA,31.03
BK-82245eb22b,2024-03-18,2024-03-18,13734.46,KES,CR,CASH DEP 28753,BBR07,CASH,57.16
BK-b352d956e7,2024-03-02,2024-03-02,14441.16,KES,CR,CHQ DEP for MBR 29110,BBR03,CHEQUE,112.31
BK-bbe04e2191,2024-01-09,2024-01-09,21706.47,KES,CR,Cash DEP acc 21931,BBR02,CASH,158.8
BK-4a47861107,2024-02-14,2024-02-14,46659.99,KES,CR,CASH DEP 27802,BBR15,CASH,138.22
BK-ad5785028a,2024-01-30,2024-01-30,25353.51,KES,CR,Mobile payment MBR 29434,BBR04,MPESA,200.41
BK-22078150af,2024-01-17,2024-01-17,36313.35,KES,CR,CASH DEP 27086,BBR06,CASH,59.61
BK-fafa72fa1c,2024-03-29,2024-03-29,42594.39,KES,CR,M-PESA PAY 29359,BBR06,MPESA,59.58
BK-73a3fffca5,2024-01-26,2024-01-26,12594.77,KES,CR,CHQ DEP MBR 20985,BBR14,CHEQUE,78.05
BK-435b3b44e6,2024-03-25,2024-03-25,14430.93,KES,CR,CHQ DEP for MBR 28342,BBR14,CHEQUE,42.36
BK-f0e3c631c2,2024-01-11,2024-01-11,7990.77,KES,CR,CHQ DEP for MBR 20348,BBR08,CHEQUE,16.2
BK-8fa66a7439,2024-03-10,2024-03-10,37154.99,KES,CR,Cash DEP acc 20089,BBR10,CASH,155.47
BK-dc2a6e3e0c,2024-01-23,2024-01-23,48898.18,KES,CR,Mobile payment MBR 22765,BBR03,MPESA,280.17
BK-56e8f1db51,2024-02-16,2024-02-16,30351.71,KES,CR,M-PESA PAY 28273,BBR05,MPESA,194.77
BK-b3de9dd86c,2024-01-12,2024-01-12,33028.35,KES,CR,MPESA 21100,BBR15,MPESA,98.17
BK-212c672c26,2024-03-04,2024-03-04,27332.05,KES,CR,CASH DEP 21937,BBR04,CASH,166.19
BK-27bc81187a,2024-01-16,2024-01-16,45860.9,KES,CR,MPESA 23621,BBR01,MPESA,127.56
BK-5888dce3b7,2024-01-28,2024-01-28,26512.31,KES,CR,Mobile payment MBR 24583,BBR05,MPESA,139.59
BK-e504dd2b27,2024-02-16,2024-02-16,20595.14,KES,CR,CHQ dep MBR 28074,BBR09,CHEQUE,26.23
BK-14a089c7e1,2024-01-15,2024-01-15,25630.64,KES,CR,CHQ DEP MBR 27185,BBR10,CHEQUE,48.39
BK-71c78b34ae,2024-03-07,2024-03-07,21034.76,KES,CR,CHQ dep MBR 21194,BBR07,CHEQUE,110.78
BK-79b0e4004c,2024-03-24,2024-03-24,6241.74,KES,CR,M-PESA PAY 25934,BBR03,MPESA,23.45
BK-0184598a52,2024-02-06,2024-02-06,41855.35,KES,CR,CHQ dep MBR 22986,BBR04,CHEQUE,115.18
